bill_id,session,LC_num,status,rev_impact,fiscal_impact,keywords,chapter_num,vetoed,primary_sponsors,cosponsors,by_request,description,summary,bill_url
HJR0009,2023R1,796,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",Proposing amendment to Oregon Constitution relating to limitations on gubernatorial emergency powers,,False,Rep Owens; Sen Findley; Rep Diehl; Rep Mannix,Rep Cate; Rep Hieb; Rep Levy B; Rep Lewis; Rep Morgan; Rep Wright; Sen Weber,(at the request of Kevin Mannix),Proposes amendment to Oregon Constitution to limit ability of Governor to declare emergency or to exercise powers under declaration of emergency to only those powers granted by law and to 30 days' duration.,Proposes amendment to Oregon Constitution to limit ability of Governor to declare emergency or to exercise powers under declaration of emergency to only those powers granted by law and to 30 days' duration. Authorizes county governing bodies in counties subject to declaration of emergency to extend declaration of emergency in up to 30-day increments and to reduce powers that may be exercised under declaration of emergency in their respective counties. Refers proposed amendment to voters for their approval or rejection at next regular general election.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HJR0009
SCR0009,2023R1,2754,In Senate Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",Commending first responders for their heroic actions in fighting Santiam Fire,,False,Sen Girod,,,Commends first responders for their heroic actions in fighting Santiam Fire.,Commends first responders for their heroic actions in fighting Santiam Fire.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/SCR0009
SJR0009,2023R1,2824,In Senate Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",Proposing amendment to Oregon Constitution relating to redistricting,,False,Sen Bonham,Sen Smith DB,,"Proposes amendment to Oregon Constitution establishing Citizens Redistricting Commission to adopt redistricting maps for Senate, House of Representatives and United States Congress.","Proposes amendment to Oregon Constitution establishing Citizens Redistricting Commission to adopt redistricting maps for Senate, House of Representatives and United States Congress. Refers proposed amendment to people for their approval or rejection at next general election.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/SJR0009
HCR0010,2023R1,3446,Filed with Secretary of State,No revenue impact,No fiscal impact,Recognizing and honoring John and Shirley Vandermosten for their leadership and service to people of Oregon,,False,Rep Ruiz; Sen Frederick; Sen Gorsek,Rep Bynum,,Recognizes and honors John and Shirley Vandermosten for their leadership and service to people of Oregon.,Recognizes and honors John and Shirley Vandermosten for their leadership and service to people of Oregon.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HCR0010
HJR0010,2023R1,793,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",Proposing amendment to Oregon Constitution relating to executive clemency,,False,Rep Owens; Sen Findley; Rep Mannix,Rep Cate; Rep Hieb; Rep Levy B; Rep Lewis; Rep Morgan; Rep Scharf; Rep Wright,(at the request of Kevin Mannix),Proposes amendment to Oregon Constitution to require approval by majority of Senate of any pardon or commutation of felony conviction.,Proposes amendment to Oregon Constitution to require approval by majority of Senate of any pardon or commutation of felony conviction. Refers proposed amendment to people for their approval or rejection at next regular general election.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HJR0010
SCR0010,2023R1,1662,Filed with Secretary of State,No revenue impact,No fiscal impact,"In memoriam: John Michael ""Mike"" Garvey",,False,Sen Gorsek,Sen Manning Jr; Rep Grayber,(at the request of Robert Ball),"In memoriam: John Michael ""Mike"" Garvey (1953-2022).","In memoriam: John Michael ""Mike"" Garvey (1953-2022).",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/SCR0010
SJR0010,2023R1,1470,In Senate Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",Proposing amendment to Oregon Constitution relating to redistricting,,False,Sen Thatcher; Sen Golden; Sen Hansell; Rep Lively; Rep Smith G,Sen Weber; Rep Cate; Rep Hieb; Rep Levy B; Rep Morgan; Rep Owens; Rep Scharf,,"Proposes amendment to Oregon Constitution establishing Citizens Redistricting Commission to adopt redistricting maps for Senate, House of Representatives and United States Congress.","Proposes amendment to Oregon Constitution establishing Citizens Redistricting Commission to adopt redistricting maps for Senate, House of Representatives and United States Congress. Refers proposed amendment to people for their approval or rejection at next general election.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/SJR0010
HCR0011,2023R1,3033,Filed with Secretary of State,No revenue impact,No fiscal impact,Recognizing and honoring Indian community and extending congratulations and support for ongoing celebrations of India's independence,,False,Rep Helm; Sen Lieber; Sen Steiner; Rep Dexter; Rep Grayber; Rep Reynolds; Sen Sollman,Rep Chaichi; Rep Neron; Rep Pham K; Sen Campos; Sen Jama; Rep Pham H; Rep Bowman; Sen President Wagner,,Recognizes and honors Indian community and extends congratulations and support for ongoing celebrations of India's independence.,Recognizes and honors Indian community and extends congratulations and support for ongoing celebrations of India's independence.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HCR0011
HJR0011,2023R1,1190,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",Proposing amendment to Oregon Constitution relating to requiring two-thirds majority vote to pass bills declaring emergency,,False,Rep Morgan; Rep Mannix,,,Proposes amendment to Oregon Constitution to require two-thirds majority vote in favor in each chamber of Legislative Assembly to pass bills declaring emergency.,Proposes amendment to Oregon Constitution to require two-thirds majority vote in favor in each chamber of Legislative Assembly to pass bills declaring emergency. Refers proposed amendment to people for their approval or rejection at next regular general election.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HJR0011
SB0011,2023R1,840,Chapter Number Assigned,No revenue impact,Fiscal impact issued,public meetings of state government entities,565,False,Sen Gorsek,Sen Thatcher; Sen Manning Jr; Sen Hayden; Rep Fahey; Rep Hieb,,Requires certain executive department boards or commissions that conduct public meetings through electronic means to record and promptly publish recording on website or hosting service so that public may observe or listen to meetings free of charge.,Requires <i>state</i>] <b>certain executive department</b> boards or commissions that conduct public meetings through electronic means to record and promptly publish recording on website or hosting service so that public may observe or listen to meetings free of charge. Excepts meetings lawfully conducted in executive session from requirement that meetings be published.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/SB0011
SCR0011,2023R1,3879,Filed with Secretary of State,No revenue impact,No fiscal impact,Recognizing and honoring Lance Corporal Don Edward Darnall for his service to his country,,False,Sen Knopp; Rep Levy E; Rep Kropf,Sen Manning Jr; Rep Holvey,(at the request of Dick Tobiason),Recognizes and honors Lance Corporal Don Edward Darnall (1946-1966) for his service to his country.,Recognizes and honors Lance Corporal Don Edward Darnall (1946-1966) for his service to his country.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/SCR0011
SJR0011,2023R1,1421,In Senate Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",Proposing amendment to Oregon Constitution relating to executive clemency,,False,Sen Knopp; Sen Smith DB,Sen Weber; Sen Hansell; Sen Girod,,"Proposes amendment to Oregon Constitution to require approval by majority of Senate of any reprieve, commutation or pardon.","Proposes amendment to Oregon Constitution to require approval by majority of Senate of any reprieve, commutation or pardon. Refers proposed amendment to people for their approval or rejection at next regular general election.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/SJR0011
HCR0012,2023R1,2619,Filed with Secretary of State,No revenue impact,No fiscal impact,In memoriam: Frank Moore,,False,Rep Helm,Sen Smith DB,,"In memoriam: Frank Moore, 1923-2022.","In memoriam: Frank Moore, 1923-2022.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HCR0012
HJR0012,2023R1,1018,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",Proposing amendment to Oregon Constitution relating to the legislative districts of Senators,,False,Rep Owens; Sen Findley,,,Proposes amendment to Oregon Constitution to increase number of Senators serving in Legislative Assembly to 36 and modify Senate legislative districts to be coterminous with county boundaries.,Proposes amendment to Oregon Constitution to increase number of Senators serving in Legislative Assembly to 36 and modify Senate legislative districts to be coterminous with county boundaries. Refers proposed amendment to people for approval or rejection at next regular general election.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HJR0012
