bill_num,term,session,bill_type,companion,primary_sponsors,cosponsors,short_title,attributes,counties,statutes,keywords,bill_url
HB0551,2023_2024,2023-RS,Bill  (=S),SB   553,Bradford; Hardister; K. Hall,Crutchfield; F. Jackson; McNeely; Pike; Ward; Warren,Landlord-Tenant and HOA Changes.,Public; Text has changed,No counties specifically cited,"42, 47C, 47F (Chapters); 42-14.1, 42-46, 42-47, 42-53, 47C-2-117, 47F-2-117 (Sections)","animals, counties, courts, discrimination, domestic animals, housing, landlord & tenant, rentals & leasing, local government, municipalities, public, civil actions, homeowners associations, local ordinances, service animals, working animals",https://www.ncleg.gov/BillLookUp/2023/H551
HB0552,2023_2024,2023-RS,Bill  (=S),SB   467,von Haefen; Hawkins; Cunningham; Alston,Ager; Autry; A. Baker; Ball; G. Brown; K. Brown; T. Brown; Buansi; Butler; Carney; Cervania; Crawford; Dahle; Gill; Harris; Harrison; F. Jackson; John; Liu; Longest; Majeed; Morey; Prather; Price; Charles Smith,2023 MOMnibus Act.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"130A-33.62, 130A-33.63 (Sections)","appropriations, boards, budgeting, colleges & universities, death & dying, dhhs, education, employment, funding, grants, health services, higher education, licensing & certification, minorities, minors, occupations, personnel, pregnancy, professional education, public, public health, reports, social services, state employees, unc, unc board of governors, women, government employees, newborns & infants, family issues, patient rights",https://www.ncleg.gov/BillLookUp/2023/H552
HB0553,2023_2024,2023-RS,Bill  (=S),SB   468,Staton-Williams; F. Jackson; Price,Alston; Autry; A. Baker; Ball; G. Brown; K. Brown; Butler; Carney; Cervania; Crawford; Dahle; Gill; Harrison; Hawkins; Liu; Majeed; Morey,Expand TANF Eligibility to Include Pregnancy.,Public,No counties specifically cited,108A (Chapters); 108A-24 (Sections),"dhhs, pregnancy, public, public health, social services, women, family issues",https://www.ncleg.gov/BillLookUp/2023/H553
HB0554,2023_2024,2023-RS,Bill,,Hawkins; Hardister; Warren; Gill,Alston; A. Baker; Ball; G. Brown; Butler; Carney; Crawford; Harris; Majeed; Quick,Critical Capital Infrastructure Funds/NCICUs.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"capital spending, colleges & universities, education, funding, funds & accounts, grants, higher education, infrastructure, minorities, public, unc, capital & infrastructure fund",https://www.ncleg.gov/BillLookUp/2023/H554
HB0555,2023_2024,2023-RS,Bill,,Lucas,Autry; Hawkins; F. Jackson; Majeed,Funds/Spring Lake Parks.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, capital spending, counties, local government, municipalities, parks & recreation areas, public, cumberland county, spring lake (town)",https://www.ncleg.gov/BillLookUp/2023/H555
HB0556,2023_2024,2023-RS,Bill  / SL  -,,Wheatley; White; Fontenot,Ward,Tenancy in Com./E-Notary/SmallClaims Changes.,Public; Text has changed,No counties specifically cited,"10B, 41, 42, 7A (Chapters); 10B-134.1, 10B-134.19, 10B-134.9, 10B-20, 10B-200, 10B-25, 41-80, 41-81, 41-82, 41-83, 41-84, 41-85, 41-86, 41-87, 41-88, 41-89, 41-90, 41-91, 41-92, 41-93, 41-94, 41-95, 41-96, 41-97, 42-14.1, 42-46, 7A-224, 7A-228 (Sections)","administrative code, administrative rules, boards, civil procedure, counties, courts, deeds, estates, housing, judgments & settlements, landlord & tenant, languages, rentals & leasing, licensing & certification, local government, municipalities, notary public, occupations, presented, property, public, ratified, real estate, title change, vetoed, interpreter licensing board, chaptered, veto overridden, interpreters & transliterators, civil actions, local ordinances",https://www.ncleg.gov/BillLookUp/2023/H556
HB0557,2023_2024,2023-RS,Bill  (=S),SB   513,Warren; Riddell,,North Carolina Healing Arts Commission.,Public; Text has changed,No counties specifically cited,"143B, 90 (Chapters); 143B-975, 90-18, 90-624, 90-750.1, 90-750.10, 90-750.11, 90-750.12, 90-750.13, 90-750.14, 90-750.15, 90-750.16, 90-750.17, 90-750.18, 90-750.19, 90-750.2, 90-750.20, 90-750.21, 90-750.22, 90-750.23, 90-750.24, 90-750.25, 90-750.26, 90-750.27, 90-750.28, 90-750.3, 90-750.30, 90-750.31, 90-750.32, 90-750.33, 90-750.34, 90-750.35, 90-750.36, 90-750.37, 90-750.38, 90-750.39, 90-750.4, 90-750.40, 90-750.41, 90-750.5, 90-750.6, 90-750.7, 90-750.8 (Sections)","alternative medicine, appointments, commissions, committees, council of state, councils, criminal records, fees, general assembly, governor, health services, licensing & certification, membership, president pro tempore, public, public officials, speaker, records, healing arts comn.",https://www.ncleg.gov/BillLookUp/2023/H557
HB0558,2023_2024,2023-RS,Bill  (=S),SB   469,Hawkins; von Haefen; Staton-Williams,Ager; Autry; A. Baker; Ball; G. Brown; K. Brown; T. Brown; Butler; Carney; Cervania; Crawford; Dahle; Gill; Harris; Harrison; F. Jackson; A. Jones; Liu; Logan; Longest; Majeed; Morey; Prather; Price; Quick; Rudow,Funds for Maternal Health Programs.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budget & management office, budgeting, corporations, nonprofit, health services, midwifery, minorities, minors, pregnancy, public, public health, social services, women, newborns & infants, family issues",https://www.ncleg.gov/BillLookUp/2023/H558
HB0559,2023_2024,2023-RS,Bill,,A. Baker,Autry; Ball; K. Brown; Cervania; Dahle; Harrison; F. Jackson; A. Jones; Logan; Majeed,Funds for Crossnore Communities for Children.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budget & management office, budgeting, child custody, corporations, nonprofit, counties, foster care, minors, municipalities, public, social services, avery county, henderson county, forsyth county, winston-salem, crossnore, hendersonville, family issues",https://www.ncleg.gov/BillLookUp/2023/H559
HB0560,2023_2024,2023-RS,Bill,,Belk; Carney; White; Lambeth,Ager; Autry; A. Baker; K. Baker; Ball; G. Brown; T. Brown; Butler; Cervania; Cunningham; Dahle; Faircloth; Gill; Harrison; F. Jackson; Liu; Logan; Longest; Majeed; Morey; Reeder; Rudow; Sossamon; Winslow,Diagnostic Imaging Parity.,Public; Text has changed,No counties specifically cited,"135, 58 (Chapters); 135-48.51, 58-3-271, 58-51-57, 58-65-92, 58-67-76 (Sections)","cancer, diseases & health disorders, health services, insurance, insurance, health, public, public health, women",https://www.ncleg.gov/BillLookUp/2023/H560
HB0561,2023_2024,2023-RS,Bill,,T. Brown; Howard; Bradford; Carney,Ager; Alston; Autry; A. Baker; Ball; Belk; G. Brown; K. Brown; Buansi; Budd; Butler; Cervania; Clemmons; Crawford; Cunningham; Davis; Fontenot; Gill; Harris; Harrison; Hawkins; F. Jackson; Jeffers; Liu; Logan; Longest; Lucas; Morey; Pierce; Pike; Prather; Price; Quick; Rudow; Charles Smith; von Haefen; Willingham; Wray,North Carolina Coerced Debt Relief Act.,Public; Text has changed,No counties specifically cited,"1H (Chapters); 1H-1, 1H-2, 1H-3, 1H-4, 1H-5, 1H-6, 1H-7, 1H-8 (Sections)","consumer credit, courts, crimes, debtor & creditor, domestic violence, financial services, public, women, civil actions, family issues",https://www.ncleg.gov/BillLookUp/2023/H561
HB0562,2023_2024,2023-RS,Bill,,Bradford; Zenger; Clemmons,Ager; Blackwell; K. Brown; T. Brown; Carney; Clampitt; Cotham; Crawford; Cunningham; Dahle; Fontenot; K. Hall; Harris; Hawkins; Howard; Humphrey; F. Jackson; Loftis; Lucas; Majeed; McNeely; Moss; Paré; Pierce; Pike; Prather; Rudow; Saine; Charles Smith; Tyson; Ward; Watford; Willingham; Wray,Addressing the Workforce Housing Crisis.,Public,No counties specifically cited,"160D (Chapters); 160D-102, 160D-702, 160D-802.1 (Sections)","construction, education, emergency services, financial services, firefighters & firefighting, health services, housing, law enforcement, law enforcement officers, loans, local government, mortgages, nurses & nursing, occupations, personnel, planning & zoning, property, public, real estate, state employees, teachers, construction industry, government employees, local ordinances",https://www.ncleg.gov/BillLookUp/2023/H562
HB0563,2023_2024,2023-RS,Bill,,McNeely; Sasser; Cotham,Cunningham; Dixon; Lucas; Ross; Ward; Willingham; Wray,Hemp-Derived Consumables/Con Sub Changes.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed; Roll Call,No counties specifically cited,"105, 106, 115C, 116, 15A, 18B, 18D, 90 (Chapters); 105-164.13, 105-187.96, 105-187.97, 105-187.98, 105-187.99, 106-121, 115C-150.12C, 115C-218.75, 115C-238.66, 115C-407, 115C-407.1, 116-239.8, 14-318.7, 150B-21.1, 15A-974, 18B-500, 18D-100, 18D-101, 18D-101A, 18D-102, 18D-103, 18D-104, 18D-105, 18D-105.1, 18D-105.2, 18D-106, 18D-300, 18D-301, 18D-302, 18D-303, 18D-304, 18D-305, 18D-400, 18D-401, 7A-304, 90-113.107, 90-113.110, 90-113.111, 90-113.112, 90-113.113, 90-113.114, 90-113.115, 90-113.116, 90-113.117, 90-113.118, 90-113.119, 90-113.120, 90-113.121, 90-113.122, 90-113.123, 90-113.124, 90-113.125, 90-113.126, 90-113.127, 90-113.128, 90-113.129, 90-113.130, 90-113.131, 90-113.132, 90-113.133, 90-113.134, 90-113.135, 90-113.136, 90-113.137, 90-113.138, 90-113.139, 90-113.140, 90-113.141, 90-113.142, 90-12.8, 90-210.20, 90-210.29C, 90-87, 90-88, 90-90, 90-91, 90-94, 90-94.1, 90-96.2 (Sections)","administrative code, administrative rules, agriculture, agriculture dept., alcoholic beverages, alternative medicine, appropriations, boards, budgeting, buildings, child abuse, commerce, commissions, controlled substances, crimes, data & records systems, death & dying, definitions, dhhs, education, emergency services, fees, fines & penalties, foods & beverages, funeral services, hazardous substances, health education, health services, id systems, information technology, law enforcement, licenses & permits, manufacturing, minors, occupations, pharmaceuticals, physicians, pilot programs, public, public health, retailing, revenue dept., school buildings & property, session laws, studies, taxation, taxes, excise, textiles, title change, records, agriculture board, property-local government, cash crops, public safety dept., abc comn., marijuana, family issues, ale , hemp & hemp products, compassionate use board, medical cannabis comn.",https://www.ncleg.gov/BillLookUp/2023/H563
HB0564,2023_2024,2023-RS,Bill,,Pyrtle; Moore; Miller; Goodwin,Adams; Balkcom; Biggs; Blackwell; Brody; Cairns; Clampitt; Cleveland; Fontenot; Howard; N. Jackson; Kidwell; Loftis; Mills; Moss; Pike; Potts; Riddell; Setzer; Sossamon; Ward; Willis; Winslow; Zenger,Second Amendment Financial Privacy Act.,Public; Text has changed,No counties specifically cited,"66 (Chapters); 66-501, 66-502, 66-503, 66-504, 66-505 (Sections)","commerce, confidentiality, constitution, nc, constitution, us, consumer credit, consumer protection, courts, financial services, privacy, public, retailing, weapons, liability, civil actions",https://www.ncleg.gov/BillLookUp/2023/H564
HB0565,2023_2024,2023-RS,Bill,,Lowery; Brisson; Crutchfield; Strickland,Autry; Balkcom; Ball; Biggs; Blackwell; Bradford; G. Brown; T. Brown; Carney; Cervania; Clampitt; Gill; Hardister; Harris; Harrison; Hawkins; Humphrey; Iler; F. Jackson; N. Jackson; Jeffers; John; Kidwell; Liu; Loftis; Longest; Lucas; Morey; Moss; Pierce; Pike; Pless; Pyrtle; Quick; Riddell; Ross; Carson Smith; Charles Smith; Ward; White; Willingham; Wray,Study Volunteer Firefighter Incentives.,Public; Text has changed; Requests Study,No counties specifically cited,No affected General Statutes,"commerce, commerce dept., emergency services, firefighters & firefighting, insurance, insurance dept., personnel, public, reports, studies, volunteers",https://www.ncleg.gov/BillLookUp/2023/H565
HB0566,2023_2024,2023-RS,Bill,,Gill; Wheatley; Penny,Ager; Alexander; Autry; A. Baker; Ball; G. Brown; T. Brown; Budd; Butler; Carney; Cervania; Clemmons; Crawford; Cunningham; Dahle; Harris; Harrison; Hawkins; F. Jackson; Jeffers; John; A. Jones; Liu; Logan; Longest; Lucas; Majeed; Morey; Moss; Pierce; Pike; Prather; Price; Quick; Reives; Riddell; Roberson; Ross; Rudow; Shepard; Charles Smith; von Haefen; Ward; Willingham; Wray; Zenger,Give State Retirees 2% COLA/Funds.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"120-4.22A, 135-5, 135-65 (Sections)","appropriations, boards, budgeting, cjrs, cost-of-living, general assembly, judges, lrs, magistrates, public, retirement, salaries & benefits, state employees, teachers, tsers, tsers board, government employees",https://www.ncleg.gov/BillLookUp/2023/H566
HB0567,2023_2024,2023-RS,Bill,,Willis; Bell; Wheatley; Biggs,Balkcom; Belk; Cairns; Clampitt; Crutchfield; Gillespie; Kidwell; Loftis; Miller; Mills; Moss; Pickett; Pike; Pless; Pyrtle; Saine; Carson Smith; Strickland; Tyson; Ward; White; Winslow; Zenger,Health Care Freedom Act.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,90-21.13A (Sections),"appropriations, budgeting, dhhs, diseases & health disorders, health services, occupations, physicians, public, public health, vaccines",https://www.ncleg.gov/BillLookUp/2023/H567
HB0568,2023_2024,2023-RS,Bill  (=S),SB   391,Morey; Alston; Hawkins; Jeffers,Autry; A. Baker; Ball; G. Brown; T. Brown; Butler; Cervania; Harris; Harrison; Liu; Lofton; Logan; Longest; Lucas; Quick,NCSSM Plate.,Public,No counties specifically cited,"20 (Chapters); 20-79.4, 20-79.7, 20-81.12 (Sections)","dmv, education, fees, license plates, licenses & permits, motor vehicles, public, stem, secondary education, unc, school of science & math",https://www.ncleg.gov/BillLookUp/2023/H568
HB0569,2023_2024,2023-RS,Bill  (=S),SB   555,Harris; Staton-Williams; John; Jeffers,Ager; Alexander; Alston; Autry; A. Baker; Ball; Belk; Brockman; G. Brown; K. Brown; T. Brown; Buansi; Budd; Butler; Carney; Cervania; Clemmons; Crawford; Cunningham; Dahle; Everitt; Gill; Harrison; Hawkins; F. Jackson; A. Jones; Liu; Lofton; Logan; Longest; Lucas; Majeed; Morey; Pierce; Prather; Price; Quick; Reives; Roberson; Rudow; Charles Smith; von Haefen; Willingham,Working Families Act.,Public; Contains Appropriations; Contains Local Appropriations; Roll Call,No counties specifically cited,"105-153.10, 105-277.1B, 122A-5.7, 95-25.3, 96A-1, 96A-10, 96A-11, 96A-12, 96A-13, 96A-14, 96A-15, 96A-16, 96A-17, 96A-18, 96A-19, 96A-2, 96A-20, 96A-21, 96A-3, 96A-4, 96A-5, 96A-6, 96A-7, 96A-8, 96A-9 (Sections)","appropriations, budgeting, commerce, commerce dept., day care, employment, financial services, housing, housing finance agency, loans, minimum wage, minors, mortgages, poverty, property, public, real estate, salaries & benefits, session laws, social services, tax credits, tax exemptions, tax returns, taxation, taxes, individual income, taxes, property, leave, newborns & infants, family issues",https://www.ncleg.gov/BillLookUp/2023/H569
