bill_id,term,session,short_title,attributes,keywords,commem
SB0840,2023_2024,2023-RS,Funds for Lactation Cnslt. Programs at HBCUs.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, colleges & universities, counties, dhhs, education, foods & beverages, health education, health services, higher education, minorities, minors, municipalities, nutrition, professional education, public, public health, reports, unc, unc board of governors, mecklenburg county, charlotte, guilford county, greensboro, newborns & infants",0
SB0841,2023_2024,2023-RS,State Employees/Give 3-Days Bereavement Leave.,Public; Contains Appropriations; Contains Local Appropriations,"death & dying, personnel, public, salaries & benefits, state employees, government employees, leave, family issues",0
SB0842,2023_2024,2023-RS,Study State Employee Bereavement Leave/Funds.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,"appropriations, budgeting, commissions, death & dying, employment, general assembly, legislative research comn., personnel, public, reports, salaries & benefits, state employees, studies, government employees, leave, family issues, human resources office",0
SB0843,2023_2024,2023-RS,The Freedom from Fentanyl Act.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,"appointments, appropriations, budgeting, commerce, controlled substances, council of state, dhhs, general assembly, governor, health depts., health services, local government, membership, pharmaceuticals, public, public health, public officials, retailing, studies, task forces, tobacco, substance abuse, tobacco products, fentanyl misuse task force",0
SB0844,2023_2024,2023-RS,Middle Class Momentum Act.,Public,"public, tax deductions, taxation, taxes, individual income",0
SB0845,2023_2024,2023-RS,Community Safety Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, cje & training standards comn., commissions, emergency services, funding, grants, justice dept., law enforcement, law enforcement officers, minorities, public, women",0
SB0846,2023_2024,2023-RS,Protect Our Schools.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, buildings, crimes, education, fines & penalties, motor vehicles, public, roads & highways, school buildings & property, speed limit, transportation, transportation dept., traffic offenses, property-local government, traffic control devices",0
SB0847,2023_2024,2023-RS,Supporting Law Enforcement.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, attorney general, budgeting, cje & training standards comn., commissions, council of state, criminal records, education, emergency services, funding, grants, health services, justice dept., law enforcement, law enforcement officers, mental health, personnel, professional education, public, public officials, records",0
SB0848,2023_2024,2023-RS,Protect Reproductive Health.,Public; Contains Appropriations; Contains Local Appropriations,"abortion, appropriations, budgeting, controlled substances, courts, crimes, dhhs, family planning, health services, pharmaceuticals, pregnancy, public, public health, transportation, women, civil actions, family issues",0
SB0849,2023_2024,2023-RS,Increase Safe Use of Firearms.,Public,"commerce, courts, crimes, criminal procedure, criminal records, domestic violence, law enforcement, licenses & permits, public, retailing, safety, safety equipment, sbi, storage systems, tax exemptions, taxation, taxes, sales & use, weapons, women, records, public safety dept., family issues",0
SB0850,2023_2024,2023-RS,Coastal Plain Resilience and Eco. Pros. Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, coastal resources, deq, disasters & emergencies, emergency management, emergency services, environment, funds & accounts, infrastructure, personnel, public, state employees, utilities, water & sewer systems, water resources, water infrastructure fund, government employees",0
SB0851,2023_2024,2023-RS,Keep Tranq Off Our Streets.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, controlled substances, dhhs, public",0
SB0852,2023_2024,2023-RS,NC Universal Background Check Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, commerce, criminal records, emergency services, notification, public, retailing, weapons, records, public safety dept.",0
SB0853,2023_2024,2023-RS,OPS Moratorium/OPS & PESA Accountability.,Public,"authorities, education, education assistance authority, elementary education, kindergarten, moratoriums, private schools, public, religion & religious institutions, reporting, secondary education, session laws, tuition, vouchers",0
SB0854,2023_2024,2023-RS,Protect Access to In Vitro Fertilization.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, dhhs, family planning, health services, insurance, health, medicaid, poverty, pregnancy, public, public health, social services, women, family issues",0
SB0855,2023_2024,2023-RS,Fund Drug Treatment/Mental Health Courts.,Public; Contains Appropriations; Contains Local Appropriations,"aoc, appropriations, budgeting, courts, criminal procedure, health services, judicial dept., public, public health, sentencing, substance abuse",0
SB0856,2023_2024,2023-RS,Modify Emergency Judge Provisions.,Public; Contains Appropriations; Contains Local Appropriations,"aoc, appropriations, budgeting, courts, district court, judges, judicial dept., public, supreme court, superior court, chief justice",0
SB0857,2023_2024,2023-RS,Home Warranty Regulatory Reform.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, attorney general, budgeting, commerce, consumer protection, council of state, justice dept., motor vehicles, public, public officials, transportation, warranties, appliances & electronics",0
SB0858,2023_2024,2023-RS,Blue Ribbon Task Force/Sewer Infrastructure.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,"appointments, appropriations, budgeting, deq, environment, general assembly, infrastructure, local government, membership, president pro tempore, public, reports, speaker, studies, task forces, water & sewer systems, sewer infrastructure task force",0
SB0859,2023_2024,2023-RS,Redirect Crisis Pregnancy Center Funds.,Public; Contains Appropriations; Contains Local Appropriations,"clinics, corporations, nonprofit, counseling, health services, mental health, minors, pregnancy, public, public health, reporting, women, newborns & infants, family issues",0
