bill_number,session_year,session_type,primary_sponsor,cosponsors,summary,subjects,companion,bill_url
HB3165,2023,RS,Linville,Kump,Relating to vehicles exempt from payment of registration fees for certain veterans,Military and Veterans; Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3165&year=2023&sessiontype=RS&btype=bill
HB3166,2023,RS,Summers,Tully; Heckert,To permit a hospital to hold a patient experiencing a psychiatric emergency for up to 72 hours,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3166&year=2023&sessiontype=RS&btype=bill
HB3167,2023,RS,Hanshaw (Mr. Speaker),Hornbuckle,Supplementing and amending appropriations to State Board of Education - State Department of Education,Governor -- Bills Requested By,SB510,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3167&year=2023&sessiontype=RS&btype=bill
HB3168,2023,RS,Criss,Hanshaw (Mr. Speaker); Riley; Espinosa,Ensuring investment in WV Tourism is competitive with other states and accessible long term,Economic Development,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3168&year=2023&sessiontype=RS&btype=bill
HB3169,2023,RS,Howell,"Clark; Hornby; Thorne; Ferrell; Jeffries; Hall, W.; Storch",Creating a Distribution Center Refundable Toll Payments Tax Credit Act,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3169&year=2023&sessiontype=RS&btype=bill
HB3170,2023,RS,Clark,"Hornby; Pritt, C.; Thorne; Ferrell; Jeffries; Hall, W.",Prohibiting municipalities in their permitting from charging other government entities for rights of way within municipal boundaries that are at least fifteen feet above ground level at their lowest point,Municipalities,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3170&year=2023&sessiontype=RS&btype=bill
HB3171,2023,RS,Howell,"Hott; Clark; Phillips; Linville; Cannon; Hornby; Pritt, C.; Thorne; Ferrell; Jeffries",Provide that continuing education credits shall not expire for 3 years,Boards and Commissions; Professions and Occupations,SB512,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3171&year=2023&sessiontype=RS&btype=bill
HB3172,2023,RS,Mallow,"Fast; Devault; Pritt, C.; Adkins; Marple; Forsht; Miller",Change filing fees that circuit courts may charge,Courts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3172&year=2023&sessiontype=RS&btype=bill
HB3173,2023,RS,"Pritt, C.",,To permit home distilling of bourbon,Alcoholic Liquors and Beers; Economic Development,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3173&year=2023&sessiontype=RS&btype=bill
HB3174,2023,RS,Statler,Chiarelli; Warner; Walker; Hansen,Relating generally to magistrate courts,Courts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3174&year=2023&sessiontype=RS&btype=bill
HB3175,2023,RS,"Pritt, C.",,A court has venue for adoption if it had jurisdiction over guardianships,"Actions, Suits and Liens; Courts",,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3175&year=2023&sessiontype=RS&btype=bill
HB3176,2023,RS,Thorne,"Horst; Longanacre; Hall, A.; Dillon; Devault; Howell; Kump",Prohibit drag shows from being performed in front of minors and to prohibit people from dressing in drag when reading aloud during story time in schools.,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3176&year=2023&sessiontype=RS&btype=bill
HB3177,2023,RS,Linville,,Relating to charitable bingo and alcohol sales and consumption while such bingo is taking places,Alcoholic Liquors and Beers; Military and Veterans,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3177&year=2023&sessiontype=RS&btype=bill
HB3178,2023,RS,Burkhammer,,Authorizing sheriffs who are members of the public retirement system to retire upon attaining the age of sixty-two with eight or more years of service.,Retirement,SB545,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3178&year=2023&sessiontype=RS&btype=bill
HB3179,2023,RS,Walker,,Relating to road work signs,Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3179&year=2023&sessiontype=RS&btype=bill
HB3180,2023,RS,Walker,,Wildlife corridors to reduce animal-vehicle collision,Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3180&year=2023&sessiontype=RS&btype=bill
HB3181,2023,RS,Walker,,"Relating to when a warrant, capias for arrest is dismissed when charges are dismissed",Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3181&year=2023&sessiontype=RS&btype=bill
HB3182,2023,RS,Heckert,"Criss; Zatezalo; Crouse; Chiarelli; Devault; Hall, W.; Fehrenbacher; Cooper; Foggin",Relating generally to mental health treatment,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3182&year=2023&sessiontype=RS&btype=bill
HB3183,2023,RS,Dillon,Ross; Ridenour; Longanacre,Child Protection Act,Education (K12); Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3183&year=2023&sessiontype=RS&btype=bill
HB3184,2023,RS,Dillon,Foggin; Kirby; Ross; Butler; Longanacre,WV Medical Information Confidentiality and Anti-Discrimination Act,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3184&year=2023&sessiontype=RS&btype=bill
HB3185,2023,RS,Dillon,Longanacre; Butler; Ross,Transparency in Government Act,Counties; County Officials; Ethics,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3185&year=2023&sessiontype=RS&btype=bill
HB3186,2023,RS,Linville,,Relating to powers of the Greater Huntington Parks and Recreation District,Local and Special Laws,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3186&year=2023&sessiontype=RS&btype=bill
HB3187,2023,RS,Linville,Chiarelli; Keaton; Cannon; Ferrell; Crouse; Worrell; Horst; Willis; Warner; Holstein,Relating to requirements imposed on social media companies to prevent corruption and provide transparency of election-related content made available on social media websites,Elections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3187&year=2023&sessiontype=RS&btype=bill
HB3188,2023,RS,Linville,Tully; Summers; Young; Maynor,Relating to the establishment of an alert system for missing cognitively impaired persons,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3188&year=2023&sessiontype=RS&btype=bill
HB3189,2023,RS,Riley,Hansen; Westfall; Clark; Horst; Hanshaw (Mr. Speaker); Hornby; Steele; Storch; Hardy; Hillenbrand,The PFAS Protection Act,Environment; Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3189&year=2023&sessiontype=RS&btype=bill
HB3190,2023,RS,Steele,,Amending the definition of “minor”,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3190&year=2023&sessiontype=RS&btype=bill
HB3191,2023,RS,Summers,Tully; Pushkin,Relating to certain facilities operated by the state government to obtain a license,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3191&year=2023&sessiontype=RS&btype=bill
HB3192,2023,RS,Ellington,Chiarelli; Willis; Hornby; Summers; Tully; Toney,Abolishing the Center for Nursing and transferring its duties and authorities to the Higher Education Policy Commission,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3192&year=2023&sessiontype=RS&btype=bill
HB3193,2023,RS,Mallow,Devault; Adkins; Marple; Forsht; Miller,Relating to damages for medical monitoring; establishing requirements for an order for payment of medical monitoring expenses,"Actions, Suits and Liens",,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3193&year=2023&sessiontype=RS&btype=bill
HB3194,2023,RS,"Pritt, C.",,Free range parenting is not classified as abuse and neglect,Crime; Domestic Relations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3194&year=2023&sessiontype=RS&btype=bill
HB3195,2023,RS,McGeehan,,Relating to the management of personal service appropriations for vacant positions,State Personnel,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3195&year=2023&sessiontype=RS&btype=bill
HB3196,2023,RS,"Pritt, C.",Cannon; Chiarelli; Keaton; Kirby; Martin; Hanna; Fast; Shamblin,Relating to racetrack casino decoupling,Agriculture,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3196&year=2023&sessiontype=RS&btype=bill
HB3197,2023,RS,McGeehan,,Creating the Legislative Infrastructure Commission,Legislature,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3197&year=2023&sessiontype=RS&btype=bill
HB3198,2023,RS,Ferrell,"Honaker; Worrell; Kelly; Foggin; Clark; Tully; Ward; Hall, W.; Brooks; Chiarelli",Relating to obtaining title to abandoned or junked motor vehicles abandoned on the property or place of business of an automobile dealer,Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3198&year=2023&sessiontype=RS&btype=bill
HB3199,2023,RS,Summers,Ellington,Relating to removing the requirement that an ectopic pregnancy be reported,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3199&year=2023&sessiontype=RS&btype=bill
HB3200,2023,RS,Summers,Tully,Authorize DHHR to transfer state facilities to regional mental health centers or intellectual disability facilities,Health; Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3200&year=2023&sessiontype=RS&btype=bill
HB3201,2023,RS,Toney,,To include electric-powered school busses in the county foundation allowance,Counties; Education (K12); Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3201&year=2023&sessiontype=RS&btype=bill
HB3202,2023,RS,Westfall,Holstein; Barnhart,Clarifying what parties are entitled to redeem delinquent property,Real and Personal Property,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3202&year=2023&sessiontype=RS&btype=bill
HB3203,2023,RS,Steele,Hornby; Young; Lucas,Relating generally to West Virginia Real Estate License Act,Professions and Occupations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3203&year=2023&sessiontype=RS&btype=bill
HB3204,2023,RS,Young,Longanacre,Mobile Food-Vendor Freedom Act,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3204&year=2023&sessiontype=RS&btype=bill
HB3205,2023,RS,Worrell,"Tully; Crouse; Dean; Pritt, C.; McGeehan",Eliminating the certificate of need program,Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3205&year=2023&sessiontype=RS&btype=bill
HB3206,2023,RS,Westfall,,"To establish a system to remediate fiscal emergencies of local governments, and to modernize the process for dissolution of municipal corporations in this State.",Municipalities,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3206&year=2023&sessiontype=RS&btype=bill
HB3207,2023,RS,Tully,,To prohibiting the use of electronic tracking devices,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3207&year=2023&sessiontype=RS&btype=bill
HB3208,2023,RS,"Pritt, C.",,Automatic CPS expungement if an individual is not found to have committed abuse and neglect by court order,Courts; Domestic Relations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3208&year=2023&sessiontype=RS&btype=bill
HB3209,2023,RS,Westfall,Skaff,Providing tax credits to incentivize investments and improvements in blighted properties in West Virginia,Taxation,SB569,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3209&year=2023&sessiontype=RS&btype=bill
HB3210,2023,RS,Phillips,Horst; Crouse; Thorne,Relating to the performance of installation of propane gas systems,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3210&year=2023&sessiontype=RS&btype=bill
HB3211,2023,RS,Storch,"Anderson; Kump; Reynolds; Ferrell; Hite; Pritt, C.; Marple; Hornbuckle; Pritt, E.; Fluharty",Relating to authorizing service credit for unused accrued annual or sick leave days for use in determining retirement benefits in the Municipal Police Officer and Firefighter Retirement System,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3211&year=2023&sessiontype=RS&btype=bill
HB3212,2023,RS,Storch,Howell; Clark,Updating the provisions of the Uniform Commercial Code,Uniform Laws,SB549,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3212&year=2023&sessiontype=RS&btype=bill
HB3213,2023,RS,Dillon,,Providing that Homeschooled Students be eligible to participate in public school extracurricular activities,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3213&year=2023&sessiontype=RS&btype=bill
HB3214,2023,RS,Capito,Riley; Williams; Young; Storch; Jennings,To create the Road Optimization & Assessment Data (ROAD) Pilot Project,Motor Vehicles; Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3214&year=2023&sessiontype=RS&btype=bill
HB3215,2023,RS,Riley,,Relating to land use,Real and Personal Property,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3215&year=2023&sessiontype=RS&btype=bill
HB3216,2023,RS,Nestor,Martin; Steele; Holstein; Phillips; Keaton; Chiarelli; Hott; Riley; Brooks; Statler,Funding EMS and School Resource Officers through marijuana tax,Education (K12); Health; Professions and Occupations; Public Safety; State Personnel; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3216&year=2023&sessiontype=RS&btype=bill
HB3217,2023,RS,Crouse,Vance; Smith; Cannon; Kirby; Ridenour; Heckert; Longanacre; Kimble; Brooks,To eliminate the process of vehicle inspection in West Virginia,Motor Vehicles; Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3217&year=2023&sessiontype=RS&btype=bill
HB3218,2023,RS,Reynolds,Tully; Ferrell; Sheedy; Zatezalo; Jeffries; Willis; Hott; Hite; Kimble; Mazzocchi,Relating to requiring suicide prevention resources be printed on student identification cards,Education (Higher); Education (K12),HB3019,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3218&year=2023&sessiontype=RS&btype=bill
HB3219,2023,RS,Nestor,"Kump; Vance; Martin; Cannon; Longanacre; Pritt, C.; Brooks; Butler; Holstein; Steele",To permit retired magistrates to have the ability to carry concealed weapons without paying fee,Constitutional Officers; Magistrates,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3219&year=2023&sessiontype=RS&btype=bill
HB3220,2023,RS,Barnhart,Anderson; Zatezalo; Cooper; Kelly; Worrell; Kimble; Reynolds,Increasing amount of excess funds to be held over to following year,Counties,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3220&year=2023&sessiontype=RS&btype=bill
HB3221,2023,RS,Dillon,,To extend the Hope Scholarship to Preschool,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3221&year=2023&sessiontype=RS&btype=bill
HB3222,2023,RS,Dillon,Longanacre; Butler; Ross; Dean; Hanna,Direct Foundation Funding Act,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3222&year=2023&sessiontype=RS&btype=bill
HB3223,2023,RS,Dillon,,To create a Special Education Instructor Entitlement,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3223&year=2023&sessiontype=RS&btype=bill
HB3224,2023,RS,Statler,Ellington; Toney; Hansen; Walker; Williams; Warner; Chiarelli,Adding West Virginia Junior College to the list of eligible institutions that accept PROMISE scholarship recipients,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3224&year=2023&sessiontype=RS&btype=bill
HB3225,2023,RS,Hansen,Walker; Williams,The Healthy and Safe Workplace Act,Human Rights,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3225&year=2023&sessiontype=RS&btype=bill
HB3226,2023,RS,Toney,"Hott; Pritt, E.; Ward",Modifying the West Virginia State Police Retirement System,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3226&year=2023&sessiontype=RS&btype=bill
HB3227,2023,RS,Clark,"Howell; Kirby; McGeehan; Ferrell; Storch; Cannon; Fehrenbacher; Hornby; Hall, W.; Petitto",Providing a tax credit against the state corporate net income tax to for-profit corporations or a tax credit against payroll withholdings for nonprofit corporations for expenditures related to the establishment and operation of employer-provided child-care facilities,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3227&year=2023&sessiontype=RS&btype=bill
HB3228,2023,RS,Clark,Ridenour; Mazzocchi; Hornby; Willis,Heart Health Equity Inclusion,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3228&year=2023&sessiontype=RS&btype=bill
HB3229,2023,RS,Clark,Crouse; Ferrell; Honaker; Pinson; Fast,Increase age to 21 for tobacco and vape sales to align with federal law,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3229&year=2023&sessiontype=RS&btype=bill
HB3230,2023,RS,Adkins,Mallow; Chiarelli; Jennings; Linville; Cannon; Devault; Phillips; Mazzocchi; Dittman,Allow the mayors of class three and four towns to also serve as the chief of police,Municipalities,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3230&year=2023&sessiontype=RS&btype=bill
HB3231,2023,RS,Howell,Linville; Garcia; Keaton,To exempt from sales tax the purchase of solar energy equipment and installation,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3231&year=2023&sessiontype=RS&btype=bill
HB3232,2023,RS,Riley,Nestor,Regulation of Sports Wagering,Legal Gaming,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3232&year=2023&sessiontype=RS&btype=bill
HB3233,2023,RS,Cooper,Toney; Heckert; Hott,Relating generally to uniform and equipment allowances for the National Guard,Public Safety,HB3452,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3233&year=2023&sessiontype=RS&btype=bill
HB3234,2023,RS,Storch,"Marple; Pritt, E.; Kump; Pritt, C.; Anderson; Hornbuckle",Relating to disability retirement medical examinations of public employee retirement systems,Retirement,SB450,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3234&year=2023&sessiontype=RS&btype=bill
HB3235,2023,RS,Storch,"Marple; Pritt, E.; Kump; Pritt, C.; Anderson; Hornbuckle",Adding Natural Resource Police Officers Retirement System and public charter schools for federal pick-up contribution purposes,Retirement,SB449,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3235&year=2023&sessiontype=RS&btype=bill
HB3236,2023,RS,Storch,"Marple; Kump; Pritt, C.; Anderson; Hornbuckle",Relating to the Teachers Retirement System and the Teachers’ Defined Contribution Retirement System,Retirement,SB451,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3236&year=2023&sessiontype=RS&btype=bill
HB3237,2023,RS,Storch,"Marple; Kump; Pritt, C.; Anderson; Hornbuckle","Ensure the retirement contributions, and delinquency charges if applicable, of charter school employees are paid upon school closure or by a successor",Retirement,SB453,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3237&year=2023&sessiontype=RS&btype=bill
HB3238,2023,RS,Criss,,Removing methanol and methanol fuel from the definition of special fuel,Taxation,SB446,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3238&year=2023&sessiontype=RS&btype=bill
HB3239,2023,RS,Criss,,Directing payment of the estate administration fee to the State Auditor,Estates and Trusts,SB443,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3239&year=2023&sessiontype=RS&btype=bill
HB3240,2023,RS,Criss,,Relating to cessation of West Virginia Fund,Taxation,SB444,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3240&year=2023&sessiontype=RS&btype=bill
HB3241,2023,RS,Storch,"Marple; Pritt, E.; Kump; Pritt, C.; Hornbuckle",Setting the rate of interest on delinquent retirement contribution submissions,Retirement,SB458,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3241&year=2023&sessiontype=RS&btype=bill
HB3242,2023,RS,Storch,"Marple; Pritt, E.; Kump; Pritt, C.; Anderson; Hornbuckle",Relating to the Emergency Medical Services Retirement System,Retirement,SB452,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3242&year=2023&sessiontype=RS&btype=bill
HB3243,2023,RS,Storch,"Marple; Pritt, E.; Kump; Pritt, C.; Anderson; Hornbuckle",Relating to examinations for disability pensions,Municipalities; Retirement,SB475,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3243&year=2023&sessiontype=RS&btype=bill
HB3244,2023,RS,Storch,"Marple; Pritt, C.; Anderson; Hornbuckle",Relating to Municipal Pensions Oversight Board proposing legislative rules,Municipalities; Retirement,SB474,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3244&year=2023&sessiontype=RS&btype=bill
HB3245,2023,RS,Criss,,Providing an election for pass-through entities to pay income tax at the entity level,Taxation,SB442,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3245&year=2023&sessiontype=RS&btype=bill
HB3246,2023,RS,Criss,Kump,Repeal the additional one and one-half percent interest rate for underpayments,,SB441,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3246&year=2023&sessiontype=RS&btype=bill
HB3247,2023,RS,Linville,Rohrbach; Summers; Mazzocchi; Kump; Tully,Relating to abuse and or neglect of individuals with an intellectual and or developmental disability,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3247&year=2023&sessiontype=RS&btype=bill
HB3248,2023,RS,Westfall,,"Expiring funds to the balance of the unappropriated surplus balance from the balance of moneys remaining in the Stripper Well NDL the Enforcement of Guardianship and Conservatorship, and the Technology Support and Acquisition Fund",,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3248&year=2023&sessiontype=RS&btype=bill
HB3249,2023,RS,Westfall,,To allow for sheriffs to collect additional funds for notice served related to tax sales,Taxation,SB556,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3249&year=2023&sessiontype=RS&btype=bill
HB3250,2023,RS,Westfall,Mazzocchi,To authorize restitution to victims of securities fraud and to create a fund for that purpose,Banking and Finance; Finance and Administration,SB576,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3250&year=2023&sessiontype=RS&btype=bill
HB3251,2023,RS,Westfall,,"Relating to prompt payment of legitimate, uncontested invoices by State agencies",Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3251&year=2023&sessiontype=RS&btype=bill
HB3252,2023,RS,Westfall,Kump,Prohibiting banks and payment networks from tracking firearm-related data and outlining penalties,Banking and Finance,SB555,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3252&year=2023&sessiontype=RS&btype=bill
HB3253,2023,RS,Westfall,,To provide sufficient funding to the Jail Operations Partial Reimbursement Fund if a general revenue surplus exists in a given fiscal year,Corrections; Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3253&year=2023&sessiontype=RS&btype=bill
HB3254,2023,RS,Street,Pinson; Butler; Keaton; Holstein; Forsht; Gearheart; Crouse; Howell; Hott; Householder,Establishing the Hershel “Woody” Williams State Military Funeral Honor Guard,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3254&year=2023&sessiontype=RS&btype=bill
HB3255,2023,RS,Walker,,Relating to granting parolees driving permits,Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3255&year=2023&sessiontype=RS&btype=bill
HB3256,2023,RS,Young,,To mandate that credit card payment be acceptable at toll booths,Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3256&year=2023&sessiontype=RS&btype=bill
HB3257,2023,RS,Young,,Relating to infant and maternity mortality,Health,HB3506,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3257&year=2023&sessiontype=RS&btype=bill
HB3258,2023,RS,Young,Kump,Ending the toll road when the bond is paid off,Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3258&year=2023&sessiontype=RS&btype=bill
HB3259,2023,RS,Young,,Exempting county school buses from paying the toll fees,Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3259&year=2023&sessiontype=RS&btype=bill
HB3260,2023,RS,Young,Linville,Genetic Information Privacy Act,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3260&year=2023&sessiontype=RS&btype=bill
HB3261,2023,RS,Young,,Relating to Social Workers Qualifications,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3261&year=2023&sessiontype=RS&btype=bill
HB3262,2023,RS,Westfall,,"To allow the exemption of the Auditor’s Office and the West Virginia Enterprise Resource Planning Board from the provisions of article three, chapter five-a of West Virginia Code at the Auditor’s and Enterprise Resource Planning Board’s discretion.",Finance and Administration,SB554,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3262&year=2023&sessiontype=RS&btype=bill
HB3263,2023,RS,Young,Steele; Cannon,Provide for statewide participation in the federal Community Eligibility Provision for its duration,Education (K12); Human Services,HB3296,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3263&year=2023&sessiontype=RS&btype=bill
HB3264,2023,RS,Young,,Allowing one free day for WV resident’s to obtain new for-profit business license,Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3264&year=2023&sessiontype=RS&btype=bill
HB3265,2023,RS,Heckert,Adkins; Ross; Maynor; Foggin; Cooper; Miller; Crouse; Kump,Remove statutory mandates that the sheriff of a county shall serve process or is responsible for cost of service or arrest by another law enforcement agency,Counties,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3265&year=2023&sessiontype=RS&btype=bill
HB3266,2023,RS,Reynolds,Barnhart; Ferrell; Honaker; Hillenbrand; Sheedy; Heckert; Mazzocchi,To amend and reenact codes concerning the distribution of certain taxes and surcharges to benefit volunteer and part-volunteer fire departments and emergency medical services providers as well as certain funds from the Fire Protection Fund.,Finance and Administration; Taxation,"HB3153
HB3492
SB536",http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3266&year=2023&sessiontype=RS&btype=bill
HB3267,2023,RS,Hillenbrand,Burkhammer; Street; Sheedy; Phillips; Foggin; Cooper; Steele; Thorne; Horst; Coop-Gonzalez,To allow elected officials to carry a concealed weapon if they have a valid concealed carry permit in government buildings,Crime,SB492,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3267&year=2023&sessiontype=RS&btype=bill
HB3268,2023,RS,Barnhart,Worrell; Linville; Reynolds; Ferrell,Add protections for WV residents who reside out of state for certain time periods from non-renewal of licenses and registration,Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3268&year=2023&sessiontype=RS&btype=bill
HB3269,2023,RS,Barnhart,Martin; Reynolds,To require a semester of personal finance to be taught in high school as a prerequisite for graduation,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3269&year=2023&sessiontype=RS&btype=bill
HB3270,2023,RS,Hott,Westfall; Householder; Criss; Espinosa; Hardy; Cooper; Heckert; Howell; Hillenbrand; Jennings,"To amend the deliberate intent statute to limit noneconomic damages to $500,000",Workers Compensation,SB685,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3270&year=2023&sessiontype=RS&btype=bill
HB3271,2023,RS,Mazzocchi,Kimble; Holstein; Fast; Ellington; Longanacre; Horst; Walker; Statler; Keaton; Warner,Relating to increasing monitoring of special education classrooms,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3271&year=2023&sessiontype=RS&btype=bill
HB3272,2023,RS,Criss,"Hardy; Householder; Barnhart; Westfall; Jeffries; Hott; Capito; Pritt, C.; Espinosa; Riley",Relating to the operation of private trust companies in West Virginia,Corporations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3272&year=2023&sessiontype=RS&btype=bill
HB3273,2023,RS,Keaton,Linville; Phillips; Steele; Cannon; Street; Clark; Zatezalo; Maynor; Honaker,Create State Tech Transfer Commission,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3273&year=2023&sessiontype=RS&btype=bill
