bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
SF0174,2023-RS,Senator Driskill,"Representative Allemand; Representative Andrew; Representative Angelos; Representative Banks; Representative Bear; Representative Burkhart; Representative Byron; Representative Conrad; Representative Davis; Representative Eklund; Representative Haroldson; Representative Heiner; Representative Henderson; Representative Hornok; Representative Jennings; Representative Knapp; Representative Lawley; Representative Locke; Representative Neiman; Representative Niemiec; Representative Oakley; Representative O'Hearn; Representative Olsen; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Singh; Representative Slagle; Representative Smith; Representative Stith; Representative Strock; Representative Styvar; Representative Tarver; Representative Trujillo; Representative Ward; Representative Washut; Representative Winter; Representative Wylie; Senator Biteman; Senator Boner; Senator Brennan; Senator Dockstader; Senator Ellis; Senator Hutchings; Senator Jones; Senator Kolb; Senator Laursen, D; Senator Salazar; Senator Scott",enrolled,CH0179,Wyoming charter school authorizing board.,AN ACT relating to charter schools; creating the Wyoming charter school authorizing board; modifying the duties of the state superintendent of public instruction; defining terms; revising the process for approval and renewal of charter schools; modifying the requirements for the operation of converted charter schools; modifying funding of charter schools; making conforming amendments; repealing provisions; requiring reporting; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0174
SF0175,2023-RS,Senator Rothfuss,Representative Berger; Representative Brown; Representative Chestek; Representative Provenza,inactive,,Hazing.,"AN ACT relating to education; requiring school districts to adopt a policy on hazing in addition to policies on harassment, intimidation or bullying; requiring the University of Wyoming and the community colleges to adopt policies on hazing; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0175
SF0176,2023-RS,Senator Driskill,Representative Neiman; Senator Anderson; Senator Baldwin; Senator Barlow; Senator Cooper; Senator Hicks; Senator Jones; Senator Kolb,enrolled,CH0044,Solid waste disposal districts-consolidation.,"AN ACT relating to counties; authorizing two (2) or more existing solid waste disposal districts to consolidate; specifying procedures, terms and conditions for the consolidation of solid waste disposal districts; making conforming amendments; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0176
SF0177,2023-RS,Senator Steinmetz,Representative Andrew; Representative Neiman; Senator Biteman,inactive,,Promoting obscenity-educational exception repeal.,AN ACT relating to crimes and offenses; repealing an educational and library exception to the offense of promoting obscenity; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0177
SF0178,2023-RS,Senator Boner,Representative Haroldson; Representative Western,enrolled,CH0106,Mountain lion pursuit seasons.,"AN ACT relating to game and fish; providing for mountain lion pursuit seasons; providing for a special management permit for a mountain lion pursuit as specified; specifying the use of dogs to hunt, kill or pursue mountain lions; providing a penalty; requiring rulemaking; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0178
SF0179,2023-RS,"Senator Laursen, D",Representative Allemand; Representative Heiner; Representative O'Hearn; Representative Ottman; Representative Rodriguez-Williams; Representative Strock; Representative Ward; Senator Biteman; Senator Bouchard; Senator French; Senator Hutchings; Senator Ide; Senator McKeown; Senator Salazar,inactive,,Anti-red flag gun seizure act.,AN ACT relating to the protection of constitutional rights; making legislative findings; declaring legislative authority; prohibiting the implementation or enforcement of a red flag gun seizure; preempting local law; providing definitions; providing for a civil action; providing a penalty; waiving sovereign immunity; authorizing attorney's fees; authorizing the attorney general to initiate a civil action; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0179
SF0180,2023-RS,Senator Rothfuss,Representative Chestek; Representative Provenza; Representative Sherwood; Representative Yin; Senator Gierau,inactive,,Corner crossing-trespass exception.,AN ACT relating to crimes and offenses; providing an exception to the offenses of criminal trespass and game and fish trespass regarding incidental contact associated with crossing two (2) adjacent parcels as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0180
SF0181,2023-RS,Senator Schuler,Representative Berger; Senator Baldwin; Senator Hutchings,inactive,,Drug induced homicide.,AN ACT relating to crimes and offenses; amending the offense of drug-induced homicide as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0181
SF0182,2023-RS,Senator Kolb,Senator Salazar,inactive,,Wyoming firearms research center oversight commission-2.,AN ACT relating to the University of Wyoming; creating the Wyoming firearms research center oversight commission; specifying membership and duties of the commission; providing appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0182
SF0183,2023-RS,Senator Landen,,inactive,,Strangulation of a household  member-amendments.,AN ACT relating to crimes and offenses; amending the crime of strangulation of a household member as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0183
SJ0001,2023-RS,Cap Fin & Inv,,inactive,,Amending Wyoming's act of admission for leases and earnings.,A JOINT RESOLUTION requesting Congress to introduce a bill and enact law to amend Wyoming's act of admission to authorize the expenditure of earnings for the support of the common schools in Wyoming and to amend the authority for leasing state school lands.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SJ0001
SJ0002,2023-RS,Senator Case,Representative Stith; Representative Yin; Senator Rothfuss,inactive,,Recognizing the service of Lester C. Hunt.,"A JOINT RESOLUTION recognizing United States Senator and Wyoming Governor and Secretary of State Lester Calloway Hunt as a consummate model to public servants for his distinguished career, his commendable civility and courage and his service to Wyoming and the United States of America.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SJ0002
SJ0003,2023-RS,Senator Dockstader,Representative Allred; Representative Byron,enrolled,,Property tax residential property class.,A JOINT RESOLUTION to amend the Wyoming Constitution by providing for the assessment of residential real property as a separate property class for the purpose of taxation.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SJ0003
