bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
S-4196,2022_2023,Salute to Service and Sacrifice Memorial Commission-establish,SLP,"Steinhardt, Douglas J.",2023-12-04,,,,"Establishes ""Salute to Service and Sacrifice Memorial Commission."""
S-4197,2022_2023,"Beach owners & lessees, cert-provide immunity from liability, injuries on beach",SEN,"O'Scanlon, Declan J.; Sarlo, Paul A.",2023-12-04,,,,"Clarifies that certain beach owners and lessees have no duty to keep beach safe or to warn of hazards; provides immunity from liability, in certain cases, for injuries occurring on beach or in adjacent waters."
S-4198,2022_2023,"PFRS, death benefit eligibility-req enrollment be retroactive, first date of emp",SSG,"Stanfield, Jean",2023-12-04,,,A-5787,Requires PFRS enrollment to be retroactive to first date of employment for death benefit eligibility.
S-4199,2022_2023,"Oversized vehicles, cert-exempt requirement, addl escort if load is illuminated",STR,"Testa, Michael L.; Sarlo, Paul A.",2023-12-04,,,,Exempts certain oversized vehicles from requirement of additional escort vehicle if transported load is property illuminated during nighttime.
S-4200,2022_2023,"Homebuyers, first generation & first-time-modify down payment assistance program",2RS,"Singleton, Troy",2023-12-04,,,A-5848,Modifies down payment assistance program for benefit of first-generation and first-time homebuyers.
S-4201,2022_2023,"Real property & improvements, certain-sell as surplus, Twp. of Woodbridge",SUB,"Vitale, Joseph F.",2023-12-04,,,A-5828,Authorizes State Treasurer to sell as surplus certain real property and improvements in Township of Woodbridge in Middlesex County.
S-4202,2022_2023,Interagency Council on Homelessness-establishes,SUB,"Vitale, Joseph F.; Turner, Shirley K.",2023-12-04,,,A-4105,Establishes Interagency Council on Homelessness.
S-4203,2022_2023,"Income eligibility determination under FamilyCare, Medicaid, and SNAP-concerns",SHH,"Vitale, Joseph F.",2023-12-04,,,A-2798,"Excludes certain income earned from health promotion or disease prevention work from income eligibility determination under NJ FamilyCare, WFNJ, and NJ SNAP."
S-4204,2022_2023,Cannabis Certified Worker Grant Program-establishes; makes appropriation,SLA,"Vitale, Joseph F.",2023-12-04,,,A-5691,Establishes Cannabis Certified Worker Grant Program and Social Equity Certified Worker Hiring Grant Program; makes appropriation.
S-4205,2022_2023,"Drugs and vaccines-expand authority, pharmacy technician in administering",SHH,"Vitale, Joseph F.",2023-12-04,,,A-5752,"Expands authority of pharmacy technician in administering drugs and vaccines and permits pharmacists and pharmacy interns, externs, and technicians to administer COVID-19 vaccine."
S-4206,2022_2023,"Primary election petition-change no. signatures req., nominate cert. candidates",APP,"Sarlo, Paul A.; Calabrese, Clinton",2023-12-04,2024-01-16,288.0,A-5856,Changes number of signatures required on primary election petition to nominate certain municipal candidates in certain municipalities.
S-4207,2022_2023,"Cop 2 Cop Sustainability Fund-establish, support telephone hotline program;$500K",SBA,"Greenstein, Linda R.; O'Scanlon, Declan J.",2023-12-07,,,,"Establishes ""Cop 2 Cop Sustainability Fund"" to support ""Law Enforcement Officer Crisis Intervention Services"" Cop 2 Cop telephone hotline program; appropriates $500,000."
S-4208,2022_2023,"Fire safety statute-update lic., equip. req., liability fees, penal. provisions",SCU,"Bucco, Anthony M.; Singleton, Troy",2023-12-07,,,A-5822,"Amends certain fire safety statutes to update licensure and equipment requirements and liability, fee, and penalty provisions."
S-4209,2022_2023,"School budgets, Type II school districts-eliminates vote in April elections",APP,"Sarlo, Paul A.; Pintor Marin, Eliana",2023-12-07,2024-01-16,289.0,A-5879,"Eliminates vote on school budgets for Type II school districts in April elections, except for separate proposals to spend above cap."
S-4210,2022_2023,Criminal history background info-prohibits certain dissemination until updated,SLP,"Stack, Brian P.",2023-12-07,,,A-5793,Prohibits certain dissemination of criminal history background information until record is updated.
S-4211,2022_2023,"Expungement procedures, certain-revises and clarifies",SUB,"Stack, Brian P.; Turner, Shirley K.",2023-12-07,,,A-5826,Revises and clarifies certain expungement procedures.
S-4212,2022_2023,"Trooper recruitment and retention-make suppl approp, Div. of State Police;$650K",SUB,"Gopal, Vin; Greenstein, Linda R.",2023-12-07,,,A-5836,"Makes supplemental appropriation of $650,000 to New Jersey Division of State Police for trooper recruitment and retention."
S-4213,2022_2023,"Historic Trust, NJ-transfer to DCA & make cert changes to trustees & powers",2RS,"Singleton, Troy",2023-12-07,,,,Transfers New Jersey Historic Trust from Department of State to DCA and makes certain changes related to trustees and powers.
S-4214,2022_2023,Female Inmates' Rights Protection Act-establishes,SLP,"Cruz-Perez, Nilsa I.",2023-12-07,,,A-1356,"Establishes the ""Female Inmates' Rights Protection Act."""
S-4215,2022_2023,"Social media platform-req age verif & parent/guardian consent, minor's use",2RS,"Vitale, Joseph F.",2023-12-07,,,A-5750,Requires age verification and parent or guardian consent for minor's use of social media platform; prohibits certain messaging between adults and minors on social media platform.
S-4216,2022_2023,Weigh-in-motion monitoring program-require DOT and DLPS implement,STR,"Diegnan, Patrick J.",2023-12-11,,,A-5857,Requires DOT and DLPS to implement weigh-in-motion monitoring program.
S-4217,2022_2023,"Economic development programs-extend cert. accommodations, 2024 tax period",SUB,"Sarlo, Paul A.",2023-12-11,,,A-5840,Extends certain accommodations implemented during COVID-19 public health emergency for businesses participating in State economic development programs.*
S-4218,2022_2023,Film & digital content production tax credit program-revise certain provisions,2RS,"Gopal, Vin",2023-12-11,,,A-5852,Revises certain provisions of film and digital media content production tax credit program.
S-4219,2022_2023,Radiologic technologist-modifies age and education requirements,SCM,"Bucco, Anthony M.",2023-12-11,,,A-5480,Modifies age and education requirement to qualify as radiologic technologist.
S-4220,2022_2023,Bandages and other similar products-exempt sales from sales and use tax,SBA,"Bramnick, Jon M.",2023-12-11,,,,Exempts sales of bandages and other similar products from sales and use tax.
S-4221,2022_2023,Autism spectrum disorder-provide diagnosis on motor vehicle registration,STR,"Bramnick, Jon M.; Bucco, Anthony M.",2023-12-11,,,,Requires MVC to provide designation of diagnosis of autism spectrum disorder or communication disorder on person's motor vehicle registration.
S-4222,2022_2023,Common Sense Shared Services Pilot Program Act-adds Bergen County,SSG,"Corrado, Kristin M.",2023-12-11,,,A-5821,"Adds Bergen County as pilot county for purposes of ""Common Sense Shared Services Pilot Program Act."""
S-4223,2022_2023,Portable electronics insurance-authorize electronic delivery of documents,SCM,"Pou, Nellie",2023-12-11,,,,Authorizes electronic delivery of documents relating to portable electronics insurance.
S-4224,2022_2023,"Health care workforce-req. Comm. of DOLWD conduct study, estimate future gaps",SLA,"Bucco, Anthony M.",2023-12-11,,,,"Requires Commissioner of DOLWD to conduct study to identify composition of current health care workforce, estimate future gaps, and recommend solutions to address gaps."
S-4225,2022_2023,Nonprofit Security Grant Program-concerns,SLP,"Cryan, Joseph P.",2023-12-11,,,A-5795,"Concerns the ""New Jersey Nonprofit Security Grant Program."""
S-4226,2022_2023,Anti-Semitism-establish State definition; create public awareness campaign;$100K,SLP,"Beach, James",2023-12-11,,,,"Establishes State definition of anti-Semitism; creates a public awareness campaign; appropriates $100,000."
S-4227,2022_2023,"Properties, assit from HMFA-estab limit, rent increase for senior citizen tenant",SCU,"Stack, Brian P.",2023-12-11,,,,Establishes limit on rent increase for senior citizen tenants of certain properties financed with assistance from HMFA.
S-4228,2022_2023,"Horse racing purse subsidies, annual-extend through State fiscal year 2029",SUB,"Gopal, Vin; Sarlo, Paul A.",2023-12-11,,,A-5893,Extends annual horse racing purse subsidies through State fiscal year 2029.
S-4229,2022_2023,"Bumble Bee, Common Eastern-designates as NJ State Native Pollinator",2RS,"Greenstein, Linda R.",2023-12-11,,,A-2994,Designates Common Eastern Bumble Bee as New Jersey State Native Pollinator.
S-4230,2022_2023,"Electronic verification system-estab.; verify emp elig, Pub Svc Loan Forgiveness",SSG,"Cryan, Joseph P.",2023-12-11,,,A-4861,Requires Treasury to establish and maintain electronic verification system to verify State employees' eligibility to participate in federal Public Service Loan Forgiveness Program.
S-4231,2022_2023,Gambling addiction prevention prog-require public instit of higher ed establish,SHI,"Cryan, Joseph P.",2023-12-11,,,A-5498,Requires public institution of higher education to establish gambling addiction prevention program.
S-4232,2022_2023,"Vaping awareness campaign-concerns; devel guidelines, sch dist/instit higher ed",SHH,"Gopal, Vin",2023-12-14,,,A-5834,Directs DOE and DOH to develop guidelines for school districts and institutions of higher education concerning student vaping awareness campaigns.
S-4233,2022_2023,"Professionals, cert-req board of ed. directly employ; contract cert personnel",SED,"Gopal, Vin",2023-12-14,,,A-5874,Requires board of education to directly employ certain professionals; permits board of education to contract for certain personnel; permits use of virtual or remote instruction for public school students in certain circumstances.
S-4234,2022_2023,"Summative evaluations, certain education professionals-revises schedule",SED,"Gopal, Vin",2023-12-14,,,A-5877,Revises schedule for summative evaluations of certain education professionals; limits collection of teacher generated student growth data.
S-4235,2022_2023,"Instit of higher ed, employees-review employ history, have contact w/ students",SHI,"Bucco, Anthony M.",2023-12-14,,,A-5838,Requires institutions of higher education to review employment history of prospective employees who will have regular contact with students to ascertain allegations of child abuse or sexual misconduct.
S-4236,2022_2023,State Board of Education rules and regulations-require legislative approval,SED,"Bucco, Anthony M.; Testa, Michael L.",2023-12-14,,,,Requires legislative approval of State Board of Education rules and regulations; repeals equity regulations.
S-4237,2022_2023,"Subminimum wage-prohibits payment of due to age, disability, injury or status",SLA,"Zwicker, Andrew",2023-12-14,,,A-5884,"Prohibits payment of subminimum wage due to age, disability, injury, or status as apprentice, learner, or student through special license issued by DOLWD."
S-4238,2022_2023,"Law enforcement officer-notification to collective bargaining unit, cert info",SLP,"Cryan, Joseph P.",2023-12-14,,,A-5759,Requires notification to collective bargaining unit of law enforcement officer prior to release of certain information to the public.
S-4239,2022_2023,"Temporary benefit enhancements-concerns, retiree or beneficiary in PFRS",SSG,"Cryan, Joseph P.",2023-12-14,,,A-5882,Requires temporary benefit enhancement to be granted in each of two State fiscal years when retirement allowance or benefit is below certain amount for retiree or beneficiary in PFRS; makes appropriation.
S-4240,2022_2023,Community Wealth Preservation Prog-estab; expand access to purchase property,SUB,"Zwicker, Andrew; Turner, Shirley K.",2023-12-14,,,A-5664,"Establishes ""Community Wealth Preservation Program""; expands access for certain buyers to purchase property from sheriff's sales."
S-4241,2022_2023,"Property tax exemption, proportional-authorize for honorably discharged veterans",SMV,"Greenstein, Linda R.",2023-12-14,,,A-5847,Authorizes proportional property tax exemption for honorably discharged veterans having a service-connected disability and requires State to reimburse municipalities for cost of exemption.
