bill_number,session,primary_sponsor,status,summary,bill_url
LB0906,2023_2024,Riepe,Passed,Change provisions relating to child labor laws,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55094
LB0907,2023_2024,Riepe,Indefinitely postponed,Require medicaid coverage for treatment of obesity,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55135
LB0908,2023_2024,Aguilar,Passed,Eliminate provisions relating to a legislative policy on telephones and telefax machines,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54700
LB0909,2023_2024,Aguilar,Passed,Change state agency notice requirements regarding occupational regulation,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54628
LB0910,2023_2024,Riepe,Passed,Authorize an emergency medical service to transport and emergency care providers to provide emergency medical care to injured law enforcement canines,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54730
LB0911,2023_2024,Blood,Indefinitely postponed,Require the Department of Health and Human Services and the Office of Probation Administration to make reports under the Nebraska Indian Child Welfare Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55316
LB0912,2023_2024,Slama,Indefinitely postponed,Provide for contracting for reasonable terms for coverage under the Uninsured and Underinsured Motorist Insurance Coverage Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54864
LB0913,2023_2024,Hunt,Indefinitely postponed,Require a state plan amendment for postpartum coverage under the Children’s Health Insurance Program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55050
LB0914,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Adopt the Uniform Unlawful Restrictions in Land Records Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54826
LB0915,2023_2024,Brewer,Indefinitely postponed,Provide financing authority to the Board of Trustees of the Nebraska State Colleges related to student housing or student activity facilities,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55280
LB0916,2023_2024,Brewer,Indefinitely postponed,Adopt the Controlled Substance Offenses Forfeiture Act and change provisions relating to forfeiture,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54657
LB0917,2023_2024,Wayne,Indefinitely postponed,Require the establishment of a standard prior authorization process for health benefit plans and the approval and use of prior authorization forms,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54912
LB0918,2023_2024,Wayne,Indefinitely postponed,Allow individuals with Deferred Action for Childhood Arrivals status to receive law enforcement officer training and certification,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54913
LB0919,2023_2024,McKinney,Indefinitely postponed,Require the demolition of the Nebraska State Penitentiary,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54679
LB0920,2023_2024,McKinney,Indefinitely postponed,Require the Department of Health and Human Services to establish a Restaurant Meals Program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54682
LB0921,2023_2024,McKinney,Indefinitely postponed,Provide for mentorship programs for individuals under supervision by probation and parole officers,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54755
LB0922,2023_2024,McKinney,Indefinitely postponed,Adopt the Parolee and Probationer Business Empowerment Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54896
LB0923,2023_2024,McKinney,Indefinitely postponed,Allow the use of tribal enrollment cards for proof of age and identity for certain firearm and alcohol laws,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54686
LB0924,2023_2024,McKinney,Indefinitely postponed,Provide a homestead exemption for residents of qualified census tracts,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54691
LB0925,2023_2024,Aguilar,Indefinitely postponed,Adopt the Firearm Industry Nondiscrimination Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54888
LB0926,2023_2024,Aguilar,Passed,Change provisions relating to the Museum Property Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54624
LB0927,2023_2024,Fredrickson,Indefinitely postponed,Require suicide awareness and prevention training for certain employees of child-placing agencies and employees of the Department of Health and Human Services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54809
LB0928,2023_2024,Fredrickson,Indefinitely postponed,Provide for the appointment of a mental health director for the Department of Correctional Services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54696
LB0929,2023_2024,Fredrickson,Indefinitely postponed,Provide for coordination of the 911 service system and the 988 suicide and crisis lifeline,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54752
LB0930,2023_2024,Fredrickson,Indefinitely postponed,Change provisions relating to appropriations to the Board of Regents of the University of Nebraska,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54717
LB0931,2023_2024,Fredrickson,Indefinitely postponed,Change appropriations of Federal Funds for behavioral health purposes,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55119
LB0932,2023_2024,Fredrickson,Passed,Adopt the Social Worker Licensure Compact and change provisions of the Mental Health Practice Act and the Uniform Credentialing Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55042
LB0933,2023_2024,Bosn,Indefinitely postponed,Change medicaid coverage requirements for continuous glucose monitors,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55134
LB0934,2023_2024,Bosn,Passed,Change provisions of the Consumer Protection Act and the Uniform Deceptive Trade Practices Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54986
LB0935,2023_2024,Ibach,Indefinitely postponed,Appropriate funds to the Department of Health and Human Services for medicaid dental services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55107
LB0936,2023_2024,Bostar,Passed,"Eliminate provisions relating to county regulation of certain recreation, entertainment, and amusement activities",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54796
LB0937,2023_2024,Bostar,Passed,"Provide for tax credits, tax exemptions, and certain grant programs and change provisions relating to tax credits and fuel taxes",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54875
LBA0937,2023_2024,Bostar,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=57183
LB0938,2023_2024,Brandt,Passed,Change provisions of the County Purchasing Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55074
LB0939,2023_2024,Erdman,Indefinitely postponed,"Adopt the My Student, My Choice Act",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55201
LB0940,2023_2024,Dorn,Passed,Provide and change authority for agreements by county boards,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54733
LB0941,2023_2024,Dorn,Indefinitely postponed,State intent regarding appropriations for medicaid assisted-living facility rates,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55291
LB0942,2023_2024,Dorn,Indefinitely postponed,State intent regarding appropriations for medicaid nursing facility rates,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55289
LB0943,2023_2024,Dorn,Indefinitely postponed,Change appropriations to the Department of Health and Human Services for behavioral health aid,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55076
LB0944,2023_2024,Dorn,Indefinitely postponed,Provide for use of the Medicaid Managed Care Excess Profit Fund for behavioral health needs,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55000
LB0945,2023_2024,Hughes,Indefinitely postponed,"Require certain documents, information, and materials be provided to children before leaving foster care",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55017
LB0946,2023_2024,Day,Indefinitely postponed,Change requirements for payments to Child Care Subsidy program providers,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55237
LB0947,2023_2024,Day,Indefinitely postponed,Authorize virtual inspections for certain building permits and require certain inspection records be made available to the public under the Building Construction Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55007
LB0948,2023_2024,McDonnell,Indefinitely postponed,Provide certain requirements for redevelopment contracts under the Community Development Law,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54690
LB0949,2023_2024,Linehan,Indefinitely postponed,Change provisions relating to inspection of real property by county assessors,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55197
LB0950,2023_2024,Linehan,Indefinitely postponed,Change provisions relating to the collection of occupation taxes,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54935
LB0951,2023_2024,Linehan,Indefinitely postponed,Adopt the Public Officials on Private Boards Open Meetings Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55198
LB0952,2023_2024,Day,Indefinitely postponed,Require the Department of Health and Human Services to implement the federal Summer Electronic Benefits Transfer Program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55060
LB0953,2023_2024,Kauth,Indefinitely postponed,Provide tuition waivers for student teachers as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54663
LB0954,2023_2024,Kauth,Indefinitely postponed,Adopt the Biometric Autonomy Liberty Law,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54619
LB0955,2023_2024,Bostar,Indefinitely postponed,Require business entities to provide certain notice to purchasers of gift certificates and gift cards,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54874
LB0956,2023_2024,Bostar,Indefinitely postponed,Provide requirements for light-mitigating technology on certain wind turbines,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54705
LB0957,2023_2024,Dungan,Indefinitely postponed,Provide for early childhood aid under the Tax Equity and Educational Opportunities Support Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54971
LB0958,2023_2024,Wishart,Indefinitely postponed,Provide for annual adjustments of provider rates under the Medical Assistance Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55002
LB0959,2023_2024,Dungan,Indefinitely postponed,Require transfer of cases to juvenile court if a county or district court fails to rule on a motion to transfer within thirty days,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54976
LB0960,2023_2024,Jacobson,Indefinitely postponed,"Provide powers and duties for the State Athletic Commissioner relating to the regulation of certain professional and amateur martial arts, kickboxing, and boxing sparring matches and exhibitions",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55268
LB0961,2023_2024,Dungan,Indefinitely postponed,Prohibit noncompete agreements for lower-wage employees,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54736
LB0962,2023_2024,Wayne,Indefinitely postponed,Prohibit the use of certain projection maps in public schools and require each school board to adopt a policy relating to projection maps,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54916
LB0963,2023_2024,Wayne,Indefinitely postponed,Provide for powers and duties of county attorneys and deputy county attorneys to be performed by district attorneys and deputy district attorneys appointed by the Attorney General,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55333
LB0964,2023_2024,Dungan,Indefinitely postponed,Adopt the Special Education Teacher Forgivable Loan Program Act and provide for scholarships under the Nebraska Career Scholarship Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55030
LB0965,2023_2024,Holdcroft,Indefinitely postponed,Change provisions relating to certain license plates issued to persons with military affiliation as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=55044
LB0966,2023_2024,DeKay,Indefinitely postponed,Change provisions relating to traffic control signals and excise tax rates on certain fuels,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54807
LB0967,2023_2024,DeKay,Indefinitely postponed,Change provisions relating to trafficking offenses and the Human Trafficking Victim Assistance Fund,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=54651
