bill_number,session,bill_type,primary_sponsor,sponsors,title,summary
H5335,2023-2024,Resolution,Representative Henegan,Henegan; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Hugh McColl,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR HUGH LEON MCCOLL, JR., THE FORMER CHAIRMAN AND CEO OF BANK OF AMERICA, AND TO COMMEND HIS GENEROUS PHILANTHROPY TO SOUTH CAROLINA."
H5374,2023-2024,General Bill,Representative Henegan,Henegan; Williams; Rivers; Kirby,"Ensuring Likeness, Voice, and Image Security Act","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 39-5-190 SO AS TO PROVIDE THAT EVERY INDIVIDUAL HAS A PROPERTY RIGHT IN THE USE OF THAT INDIVIDUAL'S NAME, PHOTOGRAPH, VOICE, OR LIKENESS IN ANY MEDIUM IN ANY MANNER AND TO PROVIDE PENALTIES."
H5487,2023-2024,Concurrent Resolution,Representative Henegan,Henegan,Samuel L. Davis Memorial Street,"A CONCURRENT RESOLUTION TO REQUEST THE DEPARTMENT OF TRANSPORTATION NAME THE PORTION OF 6TH STREET IN THE CITY OF HARTSVILLE IN DARLINGTON COUNTY FROM ITS INTERSECTION WITH 5TH STREET TO ITS INTERSECTION WITH EAST HOME AVENUE ""SAMUEL L. DAVIS MEMORIAL STREET"" AND ERECT APPROPRIATE MARKERS OR SIGNS ALONG THIS PORTION OF HIGHWAY CONTAINING THESE WORDS."
H5488,2023-2024,Concurrent Resolution,Representative Henegan,Henegan,Franklin Hines Memorial Street,"A CONCURRENT RESOLUTION TO REQUEST THE DEPARTMENT OF TRANSPORTATION NAME THE PORTION OF WASHINGTON STREET IN THE CITY OF HARTSVILLE IN DARLINGTON COUNTY FROM ITS INTERSECTION WITH 5TH STREET TO ITS INTERSECTION WITH 14TH STREET ""FRANKLIN HINES MEMORIAL STREET"" AND ERECT APPROPRIATE MARKERS OR SIGNS ALONG THIS PORTION OF HIGHWAY CONTAINING THESE WORDS."
H3486,2023-2024,General Bill,Representative Herbkersman,Herbkersman; Carter; Taylor; Kilmartin; Henegan; Brewer; Bustos; Leber; Hartnett; Gatch; Wetmore; Dillard; W. Jones; M.M. Smith,South Carolina Compassionate Care Act,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SOUTH CAROLINA COMPASSIONATE CARE ACT"" BY ADDING ARTICLE 20 TO CHAPTER 53, TITLE 44 SO AS TO AUTHORIZE THE USE OF CANNABIS PRODUCTS BY PATIENTS WITH DEBILITATING MEDICAL CONDITIONS WHO ARE UNDER THE CARE OF A PHYSICIAN, WITH EXCEPTIONS; TO AUTHORIZE THE OPERATION OF MEDICAL CANNABIS ESTABLISHMENTS AND TO PROVIDE FOR THEIR REGULATION; TO ESTABLISH THE SOUTH CAROLINA MEDICAL CANNABIS PROGRAM FUND AND TO PROVIDE FOR ITS OPERATION AND USE; TO PROVIDE FOR THE TAXATION OF CANNABIS PRODUCTS; TO CREATE A MEDICAL CANNABIS ADVISORY BOARD AND TO PROVIDE FOR ITS DUTIES; TO REQUIRE THE DEPARTMENT OF HEALTH AND ENVIRONMENTAL CONTROL AND THE BOARD OF PHARMACY TO PROMULGATE CERTAIN REGULATIONS; TO CREATE CRIMINAL PENALTIES FOR VIOLATION OF THE ARTICLE; AND FOR OTHER PURPOSES; BY AMENDING SECTION 12-36-2120, RELATING TO CERTAIN SALES EXEMPTIONS, SO AS TO MAKE THE EXEMPTION INAPPLICABLE TO THE SALE OF CANNABIS PRODUCTS; BY ADDING SECTION 56-5-3910 SO AS TO ESTABLISH A CRIMINAL PENALTY FOR THE USE OF CANNABIS PRODUCTS WHILE DRIVING A MOTOR VEHICLE; BY ADDING SECTIONS 44-53-1810, 44-53-1820, AND 44-53-1830 ALL RELATING JULIAN'S LAW, SO AS TO MAKE CONFORMING CHANGES; AND BY REPEALING ARTICLE 4 OF CHAPTER 53, TITLE 44 RELATING TO CONTROLLED SUBSTANCES THERAPEUTIC RESEARCH."
H3494,2023-2024,General Bill,Representative Herbkersman,Herbkersman; West; Carter,Appropriations,A BILL TO MAKE APPROPRIATIONS TO THE DEPARTMENT OF SOCIAL SERVICES TO IMPROVE THE ADOPTION PROCESS IN THIS STATE.
H3835,2023-2024,Resolution,Representative Herbkersman,Herbkersman; Erickson; W. Newton; Bradley; Hager; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Lynn McGee retirement,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR DR. LYNN W. MCGEE, A SENIOR EXECUTIVE AND PROFESSOR AT THE UNIVERSITY OF SOUTH CAROLINA BEAUFORT, UPON THE OCCASION OF HER RETIREMENT AFTER YEARS OF OUTSTANDING SERVICE, AND TO WISH HER CONTINUED SUCCESS AND HAPPINESS IN ALL HER FUTURE ENDEAVORS."
H3915,2023-2024,Resolution,Representative Herbkersman,Herbkersman; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Tardive Dyskinesia Awareness Day,"A HOUSE RESOLUTION TO RECOGNIZE MAY 1-7, 2023, AS ""TARDIVE DYSKINESIA AWARENESS WEEK"" IN SOUTH CAROLINA."
H4003,2023-2024,General Bill,Representative Herbkersman,Herbkersman; Forrest,Consumer Wheelchair Repair Bill of Rights Act,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 9 TO CHAPTER 5, TITLE 39 BY ENACTING THE ""CONSUMER WHEELCHAIR REPAIR BILL OF RIGHTS ACT"" TO, AMONG OTHER THINGS, REQUIRE A POWERED WHEELCHAIR MANUFACTURER TO PROVIDE CERTAIN INFORMATION AND RESOURCES NECESSARY FOR THE REPAIR OF ITS POWERED WHEELCHAIRS TO AN INDEPENDENT REPAIR PROVIDER OR OWNER OF A POWERED WHEELCHAIR."
H4054,2023-2024,Resolution,Representative Herbkersman,Herbkersman; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Rare Disease Awareness Day in SC,"A HOUSE RESOLUTION TO DECLARE FEBRUARY 28, 2023, ""RARE DISEASE AWARENESS DAY"" IN SOUTH CAROLINA AND TO ENCOURAGE ALL CITIZENS TO LEARN ABOUT, CONNECT WITH, AND CHAMPION PEOPLE LIVING WITH RARE DISEASES."
H4065,2023-2024,General Bill,Representative Herbkersman,Herbkersman; Wetmore,Livable Homes Tax Credit,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""LIVABLE HOMES TAX CREDIT ACT""; AND BY ADDING SECTION 12-6-3810 SO AS TO PROVIDE FOR AN INDIVIDUAL INCOME TAX CREDIT TO AN INDIVIDUAL WHO PURCHASES A NEW RESIDENCE OR RETROFITS AN EXISTING RESIDENCE, PROVIDED THAT THE NEW RESIDENCE OR THE RETROFITTING OF THE EXISTING RESIDENCE IS DESIGNED TO IMPROVE ACCESSIBILITY, TO PROVIDE A CUMULATIVE TOTAL FOR WHICH THE CREDIT MAY NOT EXCEED, TO PROVIDE CERTAIN DESIGN ELEMENT REQUIREMENTS AND ELIGIBLE COSTS, AND TO PROVIDE A MAXIMUM AMOUNT OF TAX CREDITS THAT MAY BE GRANTED IN EACH INCOME TAX YEAR."
H4108,2023-2024,Resolution,Representative Herbkersman,Herbkersman; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Narcolepsy Awareness Day,"A HOUSE RESOLUTION TO DECLARE SATURDAY, MARCH 11, 2023, ""SUDDENLY SLEEPY SATURDAY"" IN SOUTH CAROLINA IN ORDER TO RAISE AWARENESS FOR THE NEED FOR RESEARCH AND CLINICAL TRIALS, DIAGNOSTIC TESTING, AND ACCESS TO CARE FOR INDIVIDUALS WHO SUFFER FROM NARCOLEPSY."
H4113,2023-2024,General Bill,Representative Herbkersman,Herbkersman; Sandifer; Jefferson; M.M. Smith; Kirby; Gilliard,Ambulance Assessment,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 9 TO CHAPTER 6, TITLE 44 SO AS TO CREATE AN AMBULANCE ASSESSMENT FEE FOR PRIVATE AMBULANCE SERVICES; TO REQUIRE THE SOUTH CAROLINA DEPARTMENT OF HEALTH AND HUMAN SERVICES TO ESTABLISH AND CHARGE AMBULANCE SERVICES A UNIFORM FEE; TO ESTABLISH AN AMBULANCE FEE TRUST FUND AND TO PROVIDE FOR THE AUTHORIZED USES OF THE FUND; TO ALLOW THE DEPARTMENT TO IMPOSE PENALTIES AGAINST AMBULANCE SERVICES THAT FAIL TO PAY ASSESSED FEES; AND FOR OTHER PURPOSES. - RATIFIED TITLE"
H4123,2023-2024,General Bill,Representative Herbkersman,Herbkersman; Chapman,Earnings Limitation for school resource officers,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 9-11-90, RELATING TO THE POLICE OFFICERS RETIREMENT SYSTEM EARNINGS LIMITATION, SO AS TO PROVIDE THAT THE EARNINGS LIMITATION DOES NOT APPLY TO SCHOOL RESOURCE OFFICERS."
H4159,2023-2024,General Bill,Representative Herbkersman,Herbkersman; Davis; M.M. Smith; Erickson; W. Newton; Bradley; Ballentine; Hewitt; Blackwell,Telehealth and Telemedicine Modernization Act,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SOUTH CAROLINA TELEHEALTH AND TELEMEDICINE MODERNIZATION ACT"" BY ADDING CHAPTER 42 TO TITLE 40 SO AS TO DEFINE NECESSARY TERMS AND PROVIDE REQUIREMENTS FOR CERTAIN REGULATED HEALTH CARE PROFESSIONALS WHO PROVIDE HEALTH CARE BY MEANS OF TELEHEALTH; BY AMENDING SECTION 40-47-20, RELATING TO DEFINITIONS IN THE MEDICAL PRACTICE ACT, SO AS TO DEFINE ""TELEHEALTH""; BY AMENDING SECTION 40-47-37, RELATING TO THE PRACTICE OF TELEMEDICINE, SO AS TO REVISE REQUIREMENTS FOR THE PRACTICE OF TELEMEDICINE AND TO INCLUDE PROVISIONS CONCERNING TELEHEALTH; TO AMEND SECTION 40-33-34, RELATING TO THE AUTHORITY OF ADVANCED PRACTICE REGISTERED NURSES TO PRACTICE TELEMEDICINE, SO AS TO ALSO AUTHORIZE THE PRACTICE OF TELEHEALTH BY ADVANCED PRACTICE REGISTERED NURSES AND TO CLARIFY THAT LICENSURE TO PRACTICE MEDICINE IN THIS STATE IS NOT REQUIRED FOR ADVANCED PRACTICE REGISTERED NURSES TO PRACTICE TELEMEDICINE OR TELEHEALTH EXCEPT AS OTHERWISE REQUIRED; AND TO AMEND SECTION 40-47-935, RELATING TO THE AUTHORITY OF PHYSICIAN ASSISTANTS TO PRACTICE TELEMEDICINE, SO AS TO ALSO AUTHORIZE THE PRACTICE OF TELEHEALTH BY PHYSICIAN ASSISTANTS AND TO CLARIFY THAT LICENSURE TO PRACTICE MEDICINE IN THIS STATE IS NOT REQUIRED FOR PHYSICIAN ASSISTANTS TO PRACTICE TELEMEDICINE OR TELEHEALTH EXCEPT AS OTHERWISE REQUIRED. - RATIFIED TITLE"
H4220,2023-2024,General Bill,Representative Herbkersman,Herbkersman,Broadcast entities,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 12-6-2297 SO AS TO PROVIDE THAT A BROADCAST ENTITY SHALL SOURCE CERTAIN GROSS RECEIPTS FROM BROADCASTING TO THIS STATE.
H4275,2023-2024,General Bill,Representative Herbkersman,Herbkersman; Sandifer; M.M. Smith; Whitmire,LLC Operating Agreement,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 33-44-409, RELATING TO GENERAL STANDARDS OF MEMBER'S AND MANAGER'S CONDUCT, SO AS TO PROVIDE AN EXCEPTION TO A MEMBER'S DUTY OF LOYALTY UNDER CERTAIN CIRCUMSTANCES."
H4335,2023-2024,General Bill,Representative Herbkersman,Herbkersman,LLC Operating Agreement,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 33-44-409, RELATING TO GENERAL STANDARDS OF MEMBER'S AND MANAGER'S CONDUCT, SO AS TO PROVIDE AN EXCEPTION TO A MEMBER'S DUTY OF LOYALTY UNDER CERTAIN CIRCUMSTANCES."
H4750,2023-2024,Resolution,Representative Herbkersman,Herbkersman; Erickson; W. Newton; Stavrinakis; Bradley; Rivers,Shrimp dumping,"A HOUSE RESOLUTION TO REQUEST THE HONORABLE HENRY D. MCMASTER, GOVERNOR OF THE STATE OF SOUTH CAROLINA, DECLARE AN ECONOMIC DISASTER OF THE DOMESTIC SHRIMPING INDUSTRY AND REQUEST A FISHERY RESOURCE DISASTER DETERMINATION BE MADE BY THE UNITED STATES SECRETARY OF COMMERCE, PURSUANT TO THE FISHERY DISASTER IMPROVEMENT ACT."
H4856,2023-2024,Resolution,Representative Herbkersman,Herbkersman; Bradley; Erickson; Hager; W. Newton; Rivers; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; Neese; B. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Arthur E Brown Regional Workforce Training Center,A HOUSE RESOLUTION TO RECOGNIZE THE BREAKING GROUND OF THE ARTHUR E. BROWN REGIONAL WORKFORCE TRAINING CENTER AT THE TECHNICAL COLLEGE OF THE LOWCOUNTRY AND TO HONOR U.S. ARMY GENERAL (RET.) ARTHUR E. BROWN.
H4927,2023-2024,General Bill,Representative Herbkersman,Herbkersman; W. Newton; G.M. Smith; Schuessler; B. Newton; Williams; Jefferson; Hewitt,Executive Office of Health Policy,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING CHAPTER 12 TO TITLE 44 SO AS TO CREATE THE ""EXECUTIVE OFFICE OF HEALTH AND POLICY"", TO PROVIDE FOR THE DUTIES OF THE SECRETARY OF THE OFFICE, AND TO PROVIDE FOR THE RESTRUCTURING OF CERTAIN DEPARTMENTS OF STATE GOVERNMENT TO BECOME COMPONENT DEPARTMENTS OF THE OFFICE; BY AMENDING SECTION 1-30-10, RELATING TO DEPARTMENTS OF STATE GOVERNMENT, SO AS TO MAKE CONFORMING CHANGES; BY AMENDING SECTION 8-17-370, RELATING TO THE MEDIATION OF GRIEVANCES BY THE STATE HUMAN RESOURCES DIRECTOR, SO AS TO ADD THE SECRETARY OF HEALTH AND POLICY, THE OFFICE'S COMPONENT DEPARTMENT DIRECTORS, AND OTHERS TO THE LIST OF EXEMPTED PUBLIC EMPLOYEES; BY AMENDING SECTION 43-21-70, RELATING TO THE EMPLOYMENT OF THE DIRECTOR OF THE DEPARTMENT ON AGING, SO AS TO MAKE CONFORMING CHANGES, AND FOR OTHER PURPOSES; AND BY REPEALING CHAPTER 9 OF TITLE 44 RELATING TO THE STATE DEPARTMENT OF MENTAL HEALTH."
